用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,商品
20447596486,满意,2024-01-31 17:51:10,0,0,5,2024-02-02 10:39:19,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20567577549,收到,2024-03-08 19:54:08,0,0,5,2024-03-11 13:14:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20350713735,很好,2024-01-07 22:47:09,0,0,5,2024-01-11 08:17:45,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20614688079,好,2024-03-21 21:35:56,0,0,5,2024-03-24 10:19:19,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20679374383,萌佳萌上海熏鱼收到了，是椒盐味的，鱼块整齐不碎，比较入味，吃起来有咬头，很少的鱼刺，椒盐味挺香的，老少都爱吃，吃完再考虑续购。,2024-04-07 17:44:11,0,0,5,2024-04-10 18:08:11,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20675299961,我是PLUS！我骄傲！这次购物体验一般一般！亚洲第三！不丑不丑！世界第九！经常网购，一如既往的好，多次购买了，货已经收到，满满的爱，宝贝很满意！,2024-04-04 21:33:22,0,0,5,2024-04-09 16:03:00,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20670459419,送货很快，吃了一袋，味道不错，下次还会买的。,2024-03-19 23:07:47,0,0,5,2024-04-08 11:02:28,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20667561399,此用户未填写评价内容,2024-04-05 06:58:34,0,0,5,2024-04-07 15:04:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20664665634,一个链接是5包，一包就这么一点点，真空包装的，保质期长，腥气重，味道不好吃。,2024-04-03 13:06:15,0,0,5,2024-04-06 18:54:40,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20657454849,嫩，价格实惠，开袋即食，老少皆宜，很好，喜欢,2024-03-06 09:30:09,0,0,5,2024-04-04 17:20:16,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20635626655,熏鱼不错，味道挺好，有点甜，非常酥软 价格也不贵，口感不错,2024-03-26 15:23:19,0,0,5,2024-03-29 18:19:42,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20635524464,熏鱼收到货了，是我家爱吃的鱼，满意。,2024-03-27 15:23:20,0,0,5,2024-03-29 17:50:22,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632539767,是老上海的味道，吃了放不下，回味甜甜的丶,2024-02-02 13:29:50,0,0,5,2024-03-28 20:39:59,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632039664,味道不错吧,2024-03-27 00:54:51,0,0,4,2024-03-28 18:39:39,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20608313200,此用户未填写评价内容,2024-03-20 06:36:47,0,0,5,2024-03-22 13:38:41,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20604640956,酱汁浓郁色泽诱人！鱼肉香酥嫩，略带点甜味，家里人也蛮喜欢吃的！这个跟我在菜市场现炸买的差不多，可以说非常接近了 唯一的差别就是这个熏鱼口感更酥一些 而且骨头很软了已经 所以吃起来特别安全 小孩跟老人也很喜欢吃 特别方便开袋就能吃 日期也很新鲜,2024-03-20 13:08:18,1,0,5,2024-03-21 13:23:24,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20563062602,上海老味道，口感纯正，物美价廉。,2024-03-08 03:20:36,0,0,5,2024-03-10 11:10:01,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20527712377,妈妈很爱吃这个熏鱼，所以我就经常购买，哥哥姐姐也喜欢这个味道，所以冬天在家就可以享用美味，不用出门了！每次送来都是顺丰泡沫箱，打开的时候里面的冰袋还都是硬的👍。200克包装我也买了，纸袋里面锡纸真空包装，妈妈每次吃一袋就正好，她开心我也开心🥳,2024-01-21 23:39:37,0,0,5,2024-03-01 14:00:15,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20475967866,这款上海风味熏鱼还不错，日期还算新鲜，味道不算咸有淡淡的甜，符合江浙地区的口味，美中不足是用鲢鱼做的，肉有点松散，如果用青鱼或草鱼就更好了。,2024-02-01 21:58:57,0,0,5,2024-02-14 10:12:05,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20466312846,商品收到了，物流很快，日期新鲜，真空包装，味道还不错，汤汁很多，整体来说还是很不错的，店家服务态度很好，而且质量也很好，老板还送了一袋零食，满意的购物。,2024-02-04 22:35:59,0,0,5,2024-02-07 21:57:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
